"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019/2020","Yukon","2016A000260","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1210490548","12.11","","..","","","0"
"2019/2020","Yukon","2016A000260","Dentistry","Current dollars","75","units","0","v1210490549","12.12","","..","","","0"
"2019/2020","Yukon","2016A000260","Medicine","Current dollars","75","units","0","v1210490550","12.13","","..","","","0"
"2019/2020","Yukon","2016A000260","Nursing","Current dollars","75","units","0","v1210490551","12.14","","..","","","0"
"2019/2020","Yukon","2016A000260","Pharmacy","Current dollars","75","units","0","v1210490552","12.15","","..","","","0"
"2019/2020","Yukon","2016A000260","Veterinary medicine","Current dollars","75","units","0","v1210490553","12.16","","..","","","0"
"2019/2020","Yukon","2016A000260","Other health, parks, recreation and fitness","Current dollars","75","units","0","v1210490554","12.17","","..","","","0"
"2019/2020","Yukon","2016A000260","Personal, protective and transportation services","Current dollars","75","units","0","v1210490555","12.18","","..","","","0"
"2020/2021","Canada","2016A000011124","Total, field of study","Current dollars","75","units","0","v1001414713","1.19","32019","","","","0"
"2020/2021","Canada","2016A000011124","Education","Current dollars","75","units","0","v62427452","1.1","22104","","","","0"
"2020/2021","Canada","2016A000011124","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427461","1.2","27103","","","","0"
"2020/2021","Canada","2016A000011124","Humanities","Current dollars","75","units","0","v62427462","1.3","29742","","","","0"
"2020/2021","Canada","2016A000011124","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427463","1.4","30049","","","","0"
"2020/2021","Canada","2016A000011124","Law","Current dollars","75","units","0","v62427464","1.5","36001","","","","0"
"2020/2021","Canada","2016A000011124","Business, management and public administration","Current dollars","75","units","0","v62427465","1.6","30769","","","","0"
"2020/2021","Canada","2016A000011124","Physical and life sciences and technologies","Current dollars","75","units","0","v62427466","1.7","34763","","","","0"
"2020/2021","Canada","2016A000011124","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427467","1.8","35628","","","","0"
"2020/2021","Canada","2016A000011124","Engineering","Current dollars","75","units","0","v62427468","1.9","36072","","","","0"
"2020/2021","Canada","2016A000011124","Architecture","Current dollars","75","units","0","v62427453","1.10","29804","","","","0"
"2020/2021","Canada","2016A000011124","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427454","1.11","28238","","","","0"
"2020/2021","Canada","2016A000011124","Dentistry","Current dollars","75","units","0","v62427455","1.12","57020","","","","0"
"2020/2021","Canada","2016A000011124","Medicine","Current dollars","75","units","0","v62427456","1.13","38075","","","","0"
"2020/2021","Canada","2016A000011124","Nursing","Current dollars","75","units","0","v62427457","1.14","22946","","","","0"
"2020/2021","Canada","2016A000011124","Pharmacy","Current dollars","75","units","0","v62427458","1.15","40736","","","","0"
"2020/2021","Canada","2016A000011124","Veterinary medicine","Current dollars","75","units","0","v62427459","1.16","65576","","","","0"
"2020/2021","Canada","2016A000011124","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427460","1.17","26257","","","","0"
"2020/2021","Canada","2016A000011124","Personal, protective and transportation services","Current dollars","75","units","0","v114648210","1.18","25424","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Total, field of study","Current dollars","75","units","0","v1001414714","2.19","11983","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Education","Current dollars","75","units","0","v62427496","2.1","12606","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427501","2.2","11460","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Humanities","Current dollars","75","units","0","v62427502","2.3","11460","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427503","2.4","11460","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Law","Current dollars","75","units","0","v1073542408","2.5","","..","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Business, management and public administration","Current dollars","75","units","0","v62427504","2.6","12606","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Physical and life sciences and technologies","Current dollars","75","units","0","v62427505","2.7","11460","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427506","2.8","11460","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Engineering","Current dollars","75","units","0","v62427507","2.9","12606","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Architecture","Current dollars","75","units","0","v1073542409","2.10","","..","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399418","2.11","11460","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Dentistry","Current dollars","75","units","0","v1073542410","2.12","","..","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Medicine","Current dollars","75","units","0","v62427497","2.13","30000","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Nursing","Current dollars","75","units","0","v62427498","2.14","11460","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Pharmacy","Current dollars","75","units","0","v62427499","2.15","12606","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Veterinary medicine","Current dollars","75","units","0","v1073542411","2.16","","..","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427500","2.17","11460","","","","0"
"2020/2021","Newfoundland and Labrador","2016A000210","Personal, protective and transportation services","Current dollars","75","units","0","v114648211","2.18","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Total, field of study","Current dollars","75","units","0","v1001414715","3.19","21093","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","15948","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","13860","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","13860","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","13860","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Law","Current dollars","75","units","0","v1073542412","3.5","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","13860","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427516","3.7","13860","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427517","3.8","13860","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427518","3.9","13860","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Architecture","Current dollars","75","units","0","v1073542413","3.10","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399419","3.11","13860","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Dentistry","Current dollars","75","units","0","v1073542414","3.12","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Medicine","Current dollars","75","units","0","v1073542415","3.13","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","13860","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Pharmacy","Current dollars","75","units","0","v1073542416","3.15","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427510","3.16","67830","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427511","3.17","13860","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Personal, protective and transportation services","Current dollars","75","units","0","v1073542417","3.18","","..","","","0"
"2020/2021","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414716","4.19","19639","","","","0"
"2020/2021","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427519","4.1","15712","","","","0"
"2020/2021","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427526","4.2","19560","","","","0"
"2020/2021","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427527","4.3","18550","","","","0"
"2020/2021","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427528","4.4","18823","","","","0"
"2020/2021","Nova Scotia","2016A000212","Law","Current dollars","75","units","0","v62427529","4.5","28041","","","","0"
"2020/2021","Nova Scotia","2016A000212","Business, management and public administration","Current dollars","75","units","0","v62427530","4.6","19089","","","","0"
"2020/2021","Nova Scotia","2016A000212","Physical and life sciences and technologies","Current dollars","75","units","0","v62427531","4.7","19598","","","","0"
